,GRADE,temp,dew,humidity,precip,Year,Month,Week,Holiday,Actual Quantity,Predicted Quantity
490,Fancy Domestic,22.54285714,17.51428571,73.95714286,0,2023,9,36,0,0,91
491,Fancy Domestic,21.55714286,17.01428571,75.7,0,2023,9,37,0,0,434
492,Fancy Domestic,20.27142857,15.58571429,74.82857143,0.143714286,2023,9,38,0,0,99
493,Fancy Domestic,19.5,14.98571429,75.82857143,0.01,2023,10,39,0,0,818
494,Fancy Domestic,20.12857143,15.64285714,76.84285714,0,2023,10,40,0,0,-124
495,Fancy Domestic,19.57142857,15.78571429,79.51428571,0.03,2023,10,41,0,0,-343
496,Fancy Domestic,19.81428571,16.74285714,83.31428571,0,2023,10,42,0,0,5062
497,Fancy Domestic,18.32857143,13.44285714,74.95714286,0.02,2023,10,43,0,35661,34699
498,Fancy Domestic,17.32857143,3.9,46.9,0,2023,11,44,0,45058,44190
499,Fancy Domestic,16.52857143,7.657142857,60.65714286,0,2023,11,45,0,50765,49858
500,Fancy Domestic,17.2,11.77142857,73.37142857,0.753571429,2023,11,46,0,74111,68810
501,Fancy Domestic,16.11428571,6.928571429,58.04285714,0.04,2023,11,47,0,46123,45894
502,Fancy Domestic,14.32857143,8.185714286,69.5,1.01,2023,12,48,0,30510,37519
503,Fancy Domestic,14.88571429,7.971428571,68.3,0,2023,12,49,0,57359,55963
504,Fancy Domestic,14.77142857,6.214285714,60.2,0,2023,12,50,0,94575,79325
505,Fancy Domestic,16.17142857,11.92857143,77.37142857,1.376428571,2023,12,51,0,35790,36932
506,Fancy Domestic,12.93333333,9.066666667,78.5,1.248333333,2024,1,1,0,16229,21003
507,Fancy Export,19.03333333,7.016666667,48.75,0.424166667,2020,10,43,0,0,700
508,Fancy Export,18.74285714,8.385714286,55.47142857,0.28,2020,11,44,0,0,2270
509,Fancy Export,18.78571429,12.24285714,67.85714286,1.072142857,2020,11,45,0,10223,10432
510,Fancy Export,15.32857143,6.757142857,59,0.01,2020,11,46,0,10133,13549
511,Fancy Export,16.62857143,10.42857143,69.57142857,0,2020,11,47,0,11787,11061
512,Fancy Export,15.1,6,59.07142857,0,2020,11,48,0,1366,3187
513,Fancy Export,14.35714286,0.928571429,43.84285714,0,2020,12,49,0,3021,5627
514,Fancy Export,14.65714286,6.628571429,61.88571429,0,2020,12,50,0,27896,27216
515,Fancy Export,13.82857143,6.128571429,63.67142857,0.1,2020,12,51,0,24416,23397
516,Fancy Export,14.6,6.2,61.25714286,0,2020,12,52,0,30558,26093
517,Fancy Export,12.77142857,7.814285714,74.78571429,0,2021,1,1,0,29311,25000
518,Fancy Export,16.14285714,2.585714286,44.02857143,0,2021,1,2,0,29436,30370
519,Fancy Export,15.41428571,7.885714286,63.78571429,2,2021,1,3,0,33427,37882
520,Fancy Export,12.51428571,5.171428571,62.7,4.493428571,2021,1,4,0,22692,34541
521,Fancy Export,14.78571429,9.714285714,72.75714286,0,2021,2,5,0,54510,57661
522,Fancy Export,14.41428571,8.971428571,70.4,0.152571429,2021,2,6,0,77554,73870
523,Fancy Export,14.48571429,5.885714286,60.45714286,0.223428571,2021,2,7,0,41651,49010
524,Fancy Export,15.44285714,5.057142857,55.05714286,0,2021,2,8,0,81133,74066
525,Fancy Export,14.64285714,6.3,62.14285714,2.315142857,2021,3,9,0,62930,59076
526,Fancy Export,13.77142857,7.028571429,64.34285714,2.34,2021,3,10,0,59877,58490
527,Fancy Export,13.8,7.557142857,66.8,0.628857143,2021,3,11,0,67192,62996
528,Fancy Export,15.28571429,7.714285714,62.57142857,0.224714286,2021,3,12,0,55853,50438
529,Fancy Export,17.84285714,8.428571429,61.21428571,0,2021,4,13,0,93312,94148
530,Fancy Export,16.81428571,11.5,71.22857143,0,2021,4,14,0,81545,73696
531,Fancy Export,16.5,8.985714286,62.18571429,0,2021,4,15,0,27529,35810
532,Fancy Export,16.48571429,9.657142857,64.82857143,0.06,2021,4,16,0,37019,40262
533,Fancy Export,17.65714286,10.01428571,62.48571429,0.214714286,2021,5,17,0,36483,28094
534,Fancy Export,17.62857143,11.77142857,68.95714286,0,2021,5,18,0,3147,10190
535,Fancy Export,17.55714286,11.57142857,68.11428571,0.16,2021,5,19,0,0,7545
536,Fancy Export,17.04285714,10.67142857,66.44285714,0.07,2021,5,20,0,0,2067
537,Fancy Export,17.84285714,12.08571429,69.32857143,0,2021,5,21,0,3939,3772
538,Fancy Export,18.08571429,12.75714286,71.25714286,0,2021,6,22,0,3543,3812
539,Fancy Export,18.81428571,12.41428571,67.01,0,2021,6,23,0,2429,2307
540,Fancy Export,19.98571429,15.48571429,75.88571429,0,2021,6,24,0,0,2591
541,Fancy Export,20.07142857,14.87142857,72.25714286,0.05,2021,6,25,0,0,1084
542,Fancy Export,20.24285714,15.75714286,75.72857143,0,2021,7,26,0,0,1217
543,Fancy Export,21.38571429,16.05714286,71.95714286,0,2021,7,27,0,0,1005
544,Fancy Export,22.58571429,16.87142857,70.45714286,0,2021,7,28,0,0,1164
545,Fancy Export,22.84285714,17.3,71.32857143,0,2021,7,29,0,0,1077
546,Fancy Export,21.87142857,17.3,75.87142857,0,2021,8,30,0,0,983
547,Fancy Export,21.01428571,16.11428571,74.21428571,0,2021,8,31,0,0,1097
548,Fancy Export,23.52857143,17.9,71.67142857,0.670142857,2021,8,32,0,0,76
549,Fancy Export,22.9,16.97142857,69.42857143,0,2021,8,33,0,0,-371
550,Fancy Export,22.58571429,17.41428571,73.12857143,0,2021,8,34,0,0,-480
551,Fancy Export,22.32857143,16.32857143,69.54285714,0,2021,9,35,0,0,-303
552,Fancy Export,23.5,18.37142857,73.62857143,0,2021,9,36,0,0,-477
553,Fancy Export,20.82857143,14.91428571,69.24285714,0,2021,9,37,0,0,-346
554,Fancy Export,21.71428571,16.27142857,71.97142857,1.47,2021,9,38,0,0,-276
555,Fancy Export,21.37142857,12.55714286,60.87142857,0,2021,10,39,0,0,-114
556,Fancy Export,20.5,14.74285714,70.88571429,2.802142857,2021,10,40,0,0,-480
557,Fancy Export,18.67142857,7.3,51.57142857,0,2021,10,41,0,0,217
558,Fancy Export,17.37142857,11.67142857,69.92857143,0,2021,10,42,0,0,1382
559,Fancy Export,18.28571429,11.87142857,68.14285714,0.729285714,2021,10,43,0,0,1001
560,Fancy Export,16.97142857,12.97142857,77.55714286,0,2021,11,44,0,5528,5249
561,Fancy Export,19.47142857,9.742857143,57.85714286,0,2021,11,45,0,15937,14729
562,Fancy Export,16.9,11.25714286,71.67142857,0,2021,11,46,0,14041,16895
563,Fancy Export,16.21428571,4.6,53.18571429,0,2021,11,47,0,3243,4159
564,Fancy Export,14.75714286,11.14285714,80.05714286,0,2021,12,48,0,9185,9749
565,Fancy Export,13.6,8.914285714,74.98571429,0.389571429,2021,12,49,0,15239,15454
566,Fancy Export,12.1,6.642857143,71.05714286,3.782142857,2021,12,50,0,10864,15295
567,Fancy Export,13.57142857,9.228571429,76.17142857,3.994142857,2021,12,51,0,14091,16164
568,Fancy Export,13.24285714,7.814285714,70.8,1.480428571,2022,1,52,0,9836,13737
569,Fancy Export,11.92857143,7.757142857,76.94285714,0.01,2022,1,1,0,32851,28296
570,Fancy Export,15.42857143,6.1,57.11428571,0.122142857,2022,1,2,0,32839,30987
571,Fancy Export,14.37142857,9.128571429,73.47142857,0.455571429,2022,1,3,0,77722,66844
572,Fancy Export,13.37142857,5.114285714,62.04285714,0,2022,1,4,0,84457,77767
573,Fancy Export,12.65714286,2.757142857,55.78571429,0,2022,2,5,0,78352,74358
574,Fancy Export,17.7,0.857142857,36.1,0,2022,2,6,0,68824,67650
575,Fancy Export,13.55714286,6.485714286,65.47142857,0.670428571,2022,2,7,0,56143,56226
576,Fancy Export,12.34285714,3.314285714,56.35714286,1.430142857,2022,2,8,0,44733,49698
577,Fancy Export,14.65714286,5.928571429,60.74285714,2.093,2022,3,9,0,58074,54231
578,Fancy Export,13.95714286,5.985714286,61.82857143,0,2022,3,10,0,20970,30408
579,Fancy Export,15.78571429,11.11428571,75.44285714,1.046571429,2022,3,11,0,40116,41688
580,Fancy Export,16.94285714,10.22857143,68.17142857,0,2022,3,12,0,33923,33543
581,Fancy Export,15.48571429,11.44285714,77.31428571,2.340142857,2022,4,13,0,33543,37645
582,Fancy Export,18.51428571,10.61428571,67.34285714,0,2022,4,14,0,37836,41746
583,Fancy Export,15.67142857,9.057142857,66.08571429,0,2022,4,15,0,38237,36024
584,Fancy Export,16.47142857,10.4,69.17142857,0.08,2022,4,16,0,9092,16164
585,Fancy Export,16.81428571,10.01428571,66.72857143,0,2022,5,17,0,0,1041
586,Fancy Export,16.41428571,11.85714286,74.88571429,0,2022,5,18,0,0,292
587,Fancy Export,17.28571429,8.371428571,58.37142857,0,2022,5,19,0,0,609
588,Fancy Export,16.24285714,12.1,76.85714286,0.101571429,2022,5,20,0,0,535
589,Fancy Export,16.65714286,12.24285714,75.55714286,0,2022,5,21,0,0,332
590,Fancy Export,17.4,13.08571429,75.97142857,0,2022,6,22,0,0,55
591,Fancy Export,18.04285714,15.3,84.45714286,0,2022,6,23,0,0,-112
592,Fancy Export,18,13.6,75.92857143,0,2022,6,24,0,0,494
593,Fancy Export,20.24285714,15.98571429,77.38571429,0,2022,6,25,0,0,-703
594,Fancy Export,20.44285714,16.3,77.75714286,0,2022,7,26,0,0,-749
595,Fancy Export,19.74285714,15.57142857,77.25714286,0,2022,7,27,0,0,-707
596,Fancy Export,18.95714286,15.82857143,82.44285714,0,2022,7,28,0,0,-581
597,Fancy Export,20.92857143,16.68571429,77.31428571,0,2022,7,29,0,0,-531
598,Fancy Export,21.5,16.68571429,74.4,0,2022,7,30,0,0,-500
599,Fancy Export,22.75714286,18.24285714,76.28571429,0,2022,8,31,0,0,-401
600,Fancy Export,23.74285714,18.8,74.71428571,0,2022,8,32,0,0,-436
601,Fancy Export,22.62857143,18.05714286,75.7,0,2022,8,33,0,0,-369
602,Fancy Export,22.55714286,17.72857143,74.62857143,0,2022,8,34,0,0,-375
603,Fancy Export,25.7,18.71428571,66.84285714,0,2022,9,35,0,0,-685
604,Fancy Export,25.81428571,20.25714286,72.97142857,1.449714286,2022,9,36,0,0,-265
605,Fancy Export,21.97142857,16.6,71.94285714,0,2022,9,37,0,0,-422
606,Fancy Export,22.4,16.85714286,71.84285714,0,2022,9,38,0,0,-435
607,Fancy Export,21.48571429,17.14285714,76.92857143,0,2022,10,39,0,0,-307
608,Fancy Export,20.51428571,16.92857143,80.25714286,0,2022,10,40,0,0,-418
609,Fancy Export,20.17142857,15.82857143,76.57142857,0.160142857,2022,10,41,0,0,-272
610,Fancy Export,20.81428571,14.15714286,68.24285714,0.107857143,2022,10,42,0,0,136
611,Fancy Export,18.01428571,11.64285714,68.48571429,0,2022,10,43,0,0,350
612,Fancy Export,16.4,8.928571429,63.25714286,0.182571429,2022,11,44,0,0,1775
613,Fancy Export,14.77142857,8.9,69.8,2.425285714,2022,11,45,0,12791,12270
614,Fancy Export,14.45714286,4.8,57.24285714,0,2022,11,46,0,19669,19409
615,Fancy Export,14.7,3.014285714,51.24285714,0,2022,11,47,0,3481,5182
616,Fancy Export,14.65714286,8.971428571,69.94285714,0.01,2022,12,48,0,15223,15097
617,Fancy Export,13.04285714,8.114285714,72.9,1.583285714,2022,12,49,0,18449,17454
618,Fancy Export,11.55714286,4.785714286,66.02857143,1.570142857,2022,12,50,0,31331,30114
619,Fancy Export,12.91428571,6.542857143,68.81428571,0,2022,12,51,0,26433,25765
620,Fancy Export,15.14285714,10.7,76.67142857,3.93,2023,1,52,0,43471,37118
621,Fancy Export,15.14285714,10.7,76.67142857,3.93,2023,1,52,0,43471,15535
622,Fancy Export,14.15714286,11.71428571,85.98571429,0.793857143,2023,12,52,0,43471,37118
623,Fancy Export,14.15714286,11.71428571,85.98571429,0.793857143,2023,12,52,0,43471,15535
624,Fancy Export,14.25714286,9.9,76.54285714,1.888142857,2023,1,1,0,30920,27749
625,Fancy Export,14.07142857,9.471428571,75.95714286,6.243714286,2023,1,2,0,21117,25691
626,Fancy Export,11.95714286,6.514285714,70.47142857,4.116571429,2023,1,3,0,39728,42412
627,Fancy Export,12.88571429,2.314285714,53.21428571,0,2023,1,4,0,93537,89780
628,Fancy Export,12.51428571,5.785714286,66.17142857,1.239142857,2023,2,5,0,84373,78718
629,Fancy Export,14.07142857,2.971428571,51.45714286,1.157142857,2023,2,6,0,109808,100293
630,Fancy Export,12.35714286,1.8,52.77142857,0.480857143,2023,2,7,0,91122,87423
631,Fancy Export,12.27142857,5.914285714,66.17142857,4.105428571,2023,2,8,0,71392,68615
632,Fancy Export,11.9,5.357142857,65.21428571,1.009428571,2023,3,9,0,31595,35485
633,Fancy Export,13.64285714,9,74.62857143,2.113428571,2023,3,10,0,85864,78995
634,Fancy Export,14.82857143,10.3,75.9,4.279714286,2023,3,11,0,57970,57343
635,Fancy Export,13.88571429,8.171428571,69.51428571,3.834285714,2023,3,12,0,55609,51083
636,Fancy Export,13.74285714,7.357142857,67.27142857,1.273857143,2023,4,13,0,96360,91417
637,Fancy Export,14.08571429,6.342857143,62.48571429,0,2023,4,14,0,92633,87343
638,Fancy Export,14.22857143,10.32857143,78.11428571,0.269428571,2023,4,15,0,51887,51211
639,Fancy Export,16.74285714,9.728571429,66.1,0.101571429,2023,4,16,0,49475,48023
640,Fancy Export,16.21428571,12.14285714,77.04285714,0,2023,4,17,0,12877,13231
641,Fancy Export,16,9.471428571,65.88571429,0.374428571,2023,5,18,0,1580,4823
642,Fancy Export,16.41428571,11.71428571,74.11428571,0,2023,5,19,0,0,1622
643,Fancy Export,16.75714286,13.41428571,80.81428571,0,2023,5,20,0,0,829
644,Fancy Export,16.72857143,12.01428571,74.18571429,0,2023,5,21,0,0,-46
645,Fancy Export,17.2,12.32857143,73.51428571,0,2023,6,22,0,0,1603
646,Fancy Export,17.54285714,12.51428571,72.94285714,0.11,2023,6,23,0,0,715
647,Fancy Export,18.17142857,14.14285714,77.61428571,0,2023,6,24,0,0,3017
648,Fancy Export,18.34285714,12.95714286,71.7,0,2023,6,25,0,0,1474
649,Fancy Export,18.7,14.24285714,75.75714286,0,2023,7,26,0,0,969
650,Fancy Export,18.54285714,14.22857143,76.5,0,2023,7,27,0,0,254
651,Fancy Export,21.05714286,16.82857143,77.85714286,0,2023,7,28,0,0,-182
652,Fancy Export,21.22857143,17.85714286,81.71428571,0,2023,7,29,0,0,-118
653,Fancy Export,22.01428571,18.7,82.2,0,2023,7,30,0,0,-166
654,Fancy Export,21.78571429,17.88571429,79.01428571,0,2023,8,31,0,0,-176
655,Fancy Export,22.01428571,17.84285714,77.74285714,0,2023,8,32,0,0,-235
656,Fancy Export,21.24285714,18.22857143,83.3,6.463142857,2023,8,33,0,0,328
657,Fancy Export,21.11428571,17.52857143,80.61428571,0.08,2023,8,34,0,0,-341
658,Fancy Export,22.52857143,18.81428571,80.35714286,0.05,2023,9,35,0,0,-154
659,Fancy Export,22.54285714,17.51428571,73.95714286,0,2023,9,36,0,0,-124
660,Fancy Export,21.55714286,17.01428571,75.7,0,2023,9,37,0,0,-32
661,Fancy Export,20.27142857,15.58571429,74.82857143,0.143714286,2023,9,38,0,0,-39
662,Fancy Export,19.5,14.98571429,75.82857143,0.01,2023,10,39,0,0,0
663,Fancy Export,20.12857143,15.64285714,76.84285714,0,2023,10,40,0,0,42
664,Fancy Export,19.57142857,15.78571429,79.51428571,0.03,2023,10,41,0,0,-201
665,Fancy Export,19.81428571,16.74285714,83.31428571,0,2023,10,42,0,0,-289
666,Fancy Export,18.32857143,13.44285714,74.95714286,0.02,2023,10,43,0,0,407
667,Fancy Export,17.32857143,3.9,46.9,0,2023,11,44,0,7347,6477
668,Fancy Export,16.52857143,7.657142857,60.65714286,0,2023,11,45,0,11742,12572
669,Fancy Export,17.2,11.77142857,73.37142857,0.753571429,2023,11,46,0,20856,21287
670,Fancy Export,16.11428571,6.928571429,58.04285714,0.04,2023,11,47,0,11745,11120
671,Fancy Export,14.32857143,8.185714286,69.5,1.01,2023,12,48,0,25200,21536
672,Fancy Export,14.88571429,7.971428571,68.3,0,2023,12,49,0,26676,22859
673,Fancy Export,14.77142857,6.214285714,60.2,0,2023,12,50,0,18740,24270
674,Fancy Export,16.17142857,11.92857143,77.37142857,1.376428571,2023,12,51,0,17636,16927
675,Fancy Export,12.93333333,9.066666667,78.5,1.248333333,2024,1,1,0,0,4648
676,Fancy Domestic,11.49,4.29,63.57,0.43,2024,1,2,0,None,33666
677,Choice Domestic,11.49,4.29,63.57,0.43,2024,1,2,0,None,12414
678,Fancy Export,11.49,4.29,63.57,0.43,2024,1,2,0,None,22700
679,Choice Export,11.49,4.29,63.57,0.43,2024,1,2,0,None,420
680,Fancy Domestic,14.03,11.33,84.63,1.56,2024,1,3,0,None,28615
681,Choice Domestic,14.03,11.33,84.63,1.56,2024,1,3,0,None,23433
682,Fancy Export,14.03,11.33,84.63,1.56,2024,1,3,0,None,47020
683,Choice Export,14.03,11.33,84.63,1.56,2024,1,3,0,None,1817
684,Fancy Domestic,15.13,10.36,76.4,6.01,2024,1,4,0,,34751
685,Choice Domestic,15.13,10.36,76.4,6.01,2024,1,4,0,,28236
686,Fancy Export,15.13,10.36,76.4,6.01,2024,1,4,0,,42577
687,Choice Export,15.13,10.36,76.4,6.01,2024,1,4,0,,944
688,Fancy Domestic,14.63,8.87,70.47,3,2024,2,5,0,,33765
689,Choice Domestic,14.63,8.87,70.47,3,2024,2,5,0,,32978
690,Fancy Export,14.63,8.87,70.47,3,2024,2,5,0,,52182
691,Choice Export,14.63,8.87,70.47,3,2024,2,5,0,,2489
692,Fancy Domestic,12.99,8.24,74.03,9.9,2024,2,6,0,,34260
693,Choice Domestic,12.99,8.24,74.03,9.9,2024,2,6,0,,33669
694,Fancy Export,12.99,8.24,74.03,9.9,2024,2,6,0,,52128
695,Choice Export,12.99,8.24,74.03,9.9,2024,2,6,0,,2523
696,Fancy Domestic,13.59,9.19,75.7,0,2024,2,7,0,,36942
697,Choice Domestic,13.59,9.19,75.7,0,2024,2,7,0,,33817
698,Fancy Export,13.59,9.19,75.7,0,2024,2,7,0,,61348
699,Choice Export,13.59,9.19,75.7,0,2024,2,7,0,,2313
700,Fancy Domestic,15.7,11.31,76.64,2.24,2024,2,8,0,,36464
701,Choice Domestic,15.7,11.31,76.64,2.24,2024,2,8,0,,33420
702,Fancy Export,15.7,11.31,76.64,2.24,2024,2,8,0,,53292
703,Choice Export,15.7,11.31,76.64,2.24,2024,2,8,0,,3306
704,Fancy Domestic,15.77,11.4,75.97,0.62,2024,3,9,0,,33484
705,Choice Domestic,15.77,11.4,75.97,0.62,2024,3,9,0,,26970
706,Fancy Export,15.77,11.4,75.97,0.62,2024,3,9,0,,43493
707,Choice Export,15.77,11.4,75.97,0.62,2024,3,9,0,,1927
708,Fancy Domestic,14.83,10.3,75.17,1.36,2024,3,10,0,,35665
709,Choice Domestic,14.83,10.3,75.17,1.36,2024,3,10,0,,33141
710,Fancy Export,14.83,10.3,75.17,1.36,2024,3,10,0,,56224
711,Choice Export,14.83,10.3,75.17,1.36,2024,3,10,0,,2906
712,Fancy Domestic,15.07,9.5,70.49,0.28,2024,3,11,0,,34798
713,Choice Domestic,15.07,9.5,70.49,0.28,2024,3,11,0,,33525
714,Fancy Export,15.07,9.5,70.49,0.28,2024,3,11,0,,53694
715,Choice Export,15.07,9.5,70.49,0.28,2024,3,11,0,,2456
716,Fancy Domestic,15.83,10.9,73.16,0.37,2024,3,12,0,,33833
717,Choice Domestic,15.83,10.9,73.16,0.37,2024,3,12,0,,25960
718,Fancy Export,15.83,10.9,73.16,0.37,2024,3,12,0,,41132
719,Choice Export,15.83,10.9,73.16,0.37,2024,3,12,0,,1622
720,Fancy Domestic,14.3,9.97,75.86,7.29,2024,3,13,0,,43374
721,Choice Domestic,14.3,9.97,75.86,7.29,2024,3,13,0,,43509
722,Fancy Export,14.3,9.97,75.86,7.29,2024,3,13,0,,54918
723,Choice Export,14.3,9.97,75.86,7.29,2024,3,13,0,,2361
724,Fancy Domestic,14.49,9.46,72.03,0.19,2024,4,14,0,,43293
725,Choice Domestic,14.49,9.46,72.03,0.19,2024,4,14,0,,39537
726,Fancy Export,14.49,9.46,72.03,0.19,2024,4,14,0,,63840
727,Choice Export,14.49,9.46,72.03,0.19,2024,4,14,0,,2435
728,Fancy Domestic,15.69,7.9,61.07,0.39,2024,4,15,0,,47639
729,Choice Domestic,15.69,7.9,61.07,0.39,2024,4,15,0,,37589
730,Fancy Export,15.69,7.9,61.07,0.39,2024,4,15,0,,42632
731,Choice Export,15.69,7.9,61.07,0.39,2024,4,15,0,,4088
732,Fancy Domestic,16.66,9.54,65.63,0.44,2024,4,16,0,,50838
733,Choice Domestic,16.66,9.54,65.63,0.44,2024,4,16,0,,40468
734,Fancy Export,16.66,9.54,65.63,0.44,2024,4,16,0,,42112
735,Choice Export,16.66,9.54,65.63,0.44,2024,4,16,0,,3125
736,Fancy Domestic,16.81,10.74,69.24,0.39,2024,4,17,0,,41635
737,Choice Domestic,16.81,10.74,69.24,0.39,2024,4,17,0,,15326
738,Fancy Export,16.81,10.74,69.24,0.39,2024,4,17,0,,12046
739,Choice Export,16.81,10.74,69.24,0.39,2024,4,17,0,,1339
740,Fancy Domestic,17.59,10.83,67.76,0.26,2024,5,18,0,,47864
741,Choice Domestic,17.59,10.83,67.76,0.26,2024,5,18,0,,22459
742,Fancy Export,17.59,10.83,67.76,0.26,2024,5,18,0,,9467
743,Choice Export,17.59,10.83,67.76,0.26,2024,5,18,0,,1649
744,Fancy Domestic,17.21,11.57,70.73,0.43,2024,5,19,0,,45601
745,Choice Domestic,17.21,11.57,70.73,0.43,2024,5,19,0,,12613
746,Fancy Export,17.21,11.57,70.73,0.43,2024,5,19,0,,4103
747,Choice Export,17.21,11.57,70.73,0.43,2024,5,19,0,,485
748,Fancy Domestic,17.73,12,70.91,0.37,2024,5,20,0,,33693
749,Choice Domestic,17.73,12,70.91,0.37,2024,5,20,0,,12364
750,Fancy Export,17.73,12,70.91,0.37,2024,5,20,0,,1208
751,Choice Export,17.73,12,70.91,0.37,2024,5,20,0,,393
752,Fancy Domestic,17.39,11.9,70.8,0.27,2024,5,21,0,,35022
753,Choice Domestic,17.39,11.9,70.8,0.27,2024,5,21,0,,7449
754,Fancy Export,17.39,11.9,70.8,0.27,2024,5,21,0,,-230
755,Choice Export,17.39,11.9,70.8,0.27,2024,5,21,0,,42
756,Fancy Domestic,17.81,12.91,73.64,0.03,2024,6,22,0,,33193
757,Choice Domestic,17.81,12.91,73.64,0.03,2024,6,22,0,,18234
758,Fancy Export,17.81,12.91,73.64,0.03,2024,6,22,0,,871
759,Choice Export,17.81,12.91,73.64,0.03,2024,6,22,0,,745
760,Fancy Domestic,18.01,13.33,74.47,0.01,2024,6,23,0,,30007
