,GRADE,temp,dew,humidity,precip,Year,Month,Week,Holiday,Actual Quantity,Predicted Quantity
761,Choice Domestic,18.01,13.33,74.47,0.01,2024,6,23,0,,13332
762,Fancy Export,18.01,13.33,74.47,0.01,2024,6,23,0,,-209
763,Choice Export,18.01,13.33,74.47,0.01,2024,6,23,0,,401
764,Fancy Domestic,18.43,13.63,74.19,0.1,2024,6,24,0,,31714
765,Choice Domestic,18.43,13.63,74.19,0.1,2024,6,24,0,,18990
766,Fancy Export,18.43,13.63,74.19,0.1,2024,6,24,0,,2134
767,Choice Export,18.43,13.63,74.19,0.1,2024,6,24,0,,815
768,Fancy Domestic,19.11,14.31,74.4,0,2024,6,25,0,,31556
769,Choice Domestic,19.11,14.31,74.4,0,2024,6,25,0,,18532
770,Fancy Export,19.11,14.31,74.4,0,2024,6,25,0,,122
771,Choice Export,19.11,14.31,74.4,0,2024,6,25,0,,383
772,Fancy Domestic,19.57,14.94,75.14,0,2024,6,26,0,,31505
773,Choice Domestic,19.57,14.94,75.14,0,2024,6,26,0,,16115
774,Fancy Export,19.57,14.94,75.14,0,2024,6,26,0,,-36
775,Choice Export,19.57,14.94,75.14,0,2024,6,26,0,,377
776,Fancy Domestic,20.04,15.47,75.5,0,2024,7,27,0,,15215
777,Choice Domestic,20.04,15.47,75.5,0,2024,7,27,0,,5536
778,Fancy Export,20.04,15.47,75.5,0,2024,7,27,0,,-383
779,Choice Export,20.04,15.47,75.5,0,2024,7,27,0,,256
780,Fancy Domestic,20.64,16.13,75.9,0.1,2024,7,28,0,,10643
781,Choice Domestic,20.64,16.13,75.9,0.1,2024,7,28,0,,3806
782,Fancy Export,20.64,16.13,75.9,0.1,2024,7,28,0,,-249
783,Choice Export,20.64,16.13,75.9,0.1,2024,7,28,0,,339
784,Fancy Domestic,21,16.44,75.83,0.3,2024,7,29,0,,5814
785,Choice Domestic,21,16.44,75.83,0.3,2024,7,29,0,,3124
786,Fancy Export,21,16.44,75.83,0.3,2024,7,29,0,,-39
787,Choice Export,21,16.44,75.83,0.3,2024,7,29,0,,268
788,Fancy Domestic,21.29,16.83,76.26,0.03,2024,7,30,0,,401
789,Choice Domestic,21.29,16.83,76.26,0.03,2024,7,30,0,,1355
790,Fancy Export,21.29,16.83,76.26,0.03,2024,7,30,0,,-503
791,Choice Export,21.29,16.83,76.26,0.03,2024,7,30,0,,-7
792,Fancy Domestic,21.27,16.77,75.91,0.06,2024,8,31,0,,3928
793,Choice Domestic,21.27,16.77,75.91,0.06,2024,8,31,0,,2489
794,Fancy Export,21.27,16.77,75.91,0.06,2024,8,31,0,,-320
795,Choice Export,21.27,16.77,75.91,0.06,2024,8,31,0,,119
796,Fancy Domestic,21.29,16.5,74.93,0.01,2024,8,32,0,,5
797,Choice Domestic,21.29,16.5,74.93,0.01,2024,8,32,0,,312
798,Fancy Export,21.29,16.5,74.93,0.01,2024,8,32,0,,-709
799,Choice Export,21.29,16.5,74.93,0.01,2024,8,32,0,,-50
800,Fancy Domestic,21.5,16.94,75.96,0,2024,8,33,0,,-1093
801,Choice Domestic,21.5,16.94,75.96,0,2024,8,33,0,,-85
802,Fancy Export,21.5,16.94,75.96,0,2024,8,33,0,,-850
803,Choice Export,21.5,16.94,75.96,0,2024,8,33,0,,-14
804,Fancy Domestic,21.36,16.64,75.11,0.09,2024,8,34,0,,-547
805,Choice Domestic,21.36,16.64,75.11,0.09,2024,8,34,0,,-119
806,Fancy Export,21.36,16.64,75.11,0.09,2024,8,34,0,,-914
807,Choice Export,21.36,16.64,75.11,0.09,2024,8,34,0,,-246
808,Fancy Domestic,21.96,17.09,75.01,0,2024,9,35,0,,-678
809,Choice Domestic,21.96,17.09,75.01,0,2024,9,35,0,,85
810,Fancy Export,21.96,17.09,75.01,0,2024,9,35,0,,-771
811,Choice Export,21.96,17.09,75.01,0,2024,9,35,0,,45
812,Fancy Domestic,21.97,16.97,74.34,0.1,2024,9,36,0,,-733
813,Choice Domestic,21.97,16.97,74.34,0.1,2024,9,36,0,,42
814,Fancy Export,21.97,16.97,74.34,0.1,2024,9,36,0,,-658
815,Choice Export,21.97,16.97,74.34,0.1,2024,9,36,0,,151
816,Fancy Domestic,21.43,16.4,74.13,0.24,2024,9,37,0,,-1382
817,Choice Domestic,21.43,16.4,74.13,0.24,2024,9,37,0,,-107
818,Fancy Export,21.43,16.4,74.13,0.24,2024,9,37,0,,-437
819,Choice Export,21.43,16.4,74.13,0.24,2024,9,37,0,,96
820,Fancy Domestic,20.61,15.76,74.84,0.11,2024,9,38,0,,-792
821,Choice Domestic,20.61,15.76,74.84,0.11,2024,9,38,0,,204
822,Fancy Export,20.61,15.76,74.84,0.11,2024,9,38,0,,-622
823,Choice Export,20.61,15.76,74.84,0.11,2024,9,38,0,,119
824,Fancy Domestic,20.86,15.49,73.37,0.01,2024,9,39,0,,-217
825,Choice Domestic,20.86,15.49,73.37,0.01,2024,9,39,0,,4
826,Fancy Export,20.86,15.49,73.37,0.01,2024,9,39,0,,-955
827,Choice Export,20.86,15.49,73.37,0.01,2024,9,39,0,,-67
828,Fancy Domestic,20.2,14.47,71.63,0.31,2024,10,40,0,,-18
829,Choice Domestic,20.2,14.47,71.63,0.31,2024,10,40,0,,197
830,Fancy Export,20.2,14.47,71.63,0.31,2024,10,40,0,,-740
831,Choice Export,20.2,14.47,71.63,0.31,2024,10,40,0,,-61
832,Fancy Domestic,19.77,13.47,69.51,0.29,2024,10,41,0,,857
833,Choice Domestic,19.77,13.47,69.51,0.29,2024,10,41,0,,155
834,Fancy Export,19.77,13.47,69.51,0.29,2024,10,41,0,,-677
835,Choice Export,19.77,13.47,69.51,0.29,2024,10,41,0,,-200
836,Fancy Domestic,19.51,13.59,71.8,0.86,2024,10,42,0,,35915
837,Choice Domestic,19.51,13.59,71.8,0.86,2024,10,42,0,,5512
838,Fancy Export,19.51,13.59,71.8,0.86,2024,10,42,0,,-182
839,Choice Export,19.51,13.59,71.8,0.86,2024,10,42,0,,230
840,Fancy Domestic,19.36,12.27,68.09,0.77,2024,10,43,0,,39536
841,Choice Domestic,19.36,12.27,68.09,0.77,2024,10,43,0,,5528
842,Fancy Export,19.36,12.27,68.09,0.77,2024,10,43,0,,-313
843,Choice Export,19.36,12.27,68.09,0.77,2024,10,43,0,,328
844,Fancy Domestic,18.17,11,66.29,0.64,2024,11,44,0,,43232
845,Choice Domestic,18.17,11,66.29,0.64,2024,11,44,0,,11459
846,Fancy Export,18.17,11,66.29,0.64,2024,11,44,0,,5240
847,Choice Export,18.17,11,66.29,0.64,2024,11,44,0,,914
848,Fancy Domestic,17.64,10.53,67.21,0.46,2024,11,45,0,,42999
849,Choice Domestic,17.64,10.53,67.21,0.46,2024,11,45,0,,14505
850,Fancy Export,17.64,10.53,67.21,0.46,2024,11,45,0,,12671
851,Choice Export,17.64,10.53,67.21,0.46,2024,11,45,0,,1765
852,Fancy Domestic,17.21,9.29,64.13,0.41,2024,11,46,0,,44927
853,Choice Domestic,17.21,9.29,64.13,0.41,2024,11,46,0,,13905
854,Fancy Export,17.21,9.29,64.13,0.41,2024,11,46,0,,17057
855,Choice Export,17.21,9.29,64.13,0.41,2024,11,46,0,,788
856,Fancy Domestic,16.47,9.2,65.83,0.77,2024,11,47,0,,36308
857,Choice Domestic,16.47,9.2,65.83,0.77,2024,11,47,0,,7539
858,Fancy Export,16.47,9.2,65.83,0.77,2024,11,47,0,,5773
859,Choice Export,16.47,9.2,65.83,0.77,2024,11,47,0,,363
860,Fancy Domestic,15.3,7.46,63.29,1.23,2024,12,48,0,,38812
861,Choice Domestic,15.3,7.46,63.29,1.23,2024,12,48,0,,7376
862,Fancy Export,15.3,7.46,63.29,1.23,2024,12,48,0,,13254
863,Choice Export,15.3,7.46,63.29,1.23,2024,12,48,0,,1126
864,Fancy Domestic,14.84,7.67,66.07,1.73,2024,12,49,0,,40811
865,Choice Domestic,14.84,7.67,66.07,1.73,2024,12,49,0,,7429
866,Fancy Export,14.84,7.67,66.07,1.73,2024,12,49,0,,13977
867,Choice Export,14.84,7.67,66.07,1.73,2024,12,49,0,,1174
868,Fancy Domestic,14.41,7.61,67.4,1.07,2024,12,50,0,,37503
869,Choice Domestic,14.41,7.61,67.4,1.07,2024,12,50,0,,10887
870,Fancy Export,14.41,7.61,67.4,1.07,2024,12,50,0,,24371
871,Choice Export,14.41,7.61,67.4,1.07,2024,12,50,0,,206
872,Fancy Domestic,14.07,6.39,63.61,2.37,2024,12,51,0,,38041
873,Choice Domestic,14.07,6.39,63.61,2.37,2024,12,51,0,,9452
874,Fancy Export,14.07,6.39,63.61,2.37,2024,12,51,0,,18597
875,Choice Export,14.07,6.39,63.61,2.37,2024,12,51,0,,189
876,Fancy Domestic,13.59,5.1,60.21,1.59,2024,12,52,0,,39538
877,Choice Domestic,13.59,5.1,60.21,1.59,2024,12,52,0,,8626
878,Fancy Export,13.59,5.1,60.21,1.59,2024,12,52,0,,16966
879,Choice Export,13.59,5.1,60.21,1.59,2024,12,52,0,,421
880,Fancy Domestic,13.53,5.99,64.23,1.54,2025,1,1,0,,42124
881,Choice Domestic,13.53,5.99,64.23,1.54,2025,1,1,0,,7288
882,Fancy Export,13.53,5.99,64.23,1.54,2025,1,1,0,,14816
883,Choice Export,13.53,5.99,64.23,1.54,2025,1,1,0,,-59
884,Fancy Domestic,14.21,7.67,68.54,2.2,2025,1,2,0,,44066
885,Choice Domestic,14.21,7.67,68.54,2.2,2025,1,2,0,,15149
886,Fancy Export,14.21,7.67,68.54,2.2,2025,1,2,0,,28332
887,Choice Export,14.21,7.67,68.54,2.2,2025,1,2,0,,1295
888,Fancy Domestic,14.53,6.1,61.63,0.64,2025,1,3,0,,44196
889,Choice Domestic,14.53,6.1,61.63,0.64,2025,1,3,0,,26520
890,Fancy Export,14.53,6.1,61.63,0.64,2025,1,3,0,,47764
891,Choice Export,14.53,6.1,61.63,0.64,2025,1,3,0,,1916
892,Fancy Domestic,14.47,6.93,64.56,1.61,2025,1,4,0,,45256
893,Choice Domestic,14.47,6.93,64.56,1.61,2025,1,4,0,,29807
894,Fancy Export,14.47,6.93,64.56,1.61,2025,1,4,0,,60106
895,Choice Export,14.47,6.93,64.56,1.61,2025,1,4,0,,2146
896,Fancy Domestic,14.24,6.59,64.06,0.74,2025,2,5,0,,42105
897,Choice Domestic,14.24,6.59,64.06,0.74,2025,2,5,0,,34338
898,Fancy Export,14.24,6.59,64.06,0.74,2025,2,5,0,,61903
899,Choice Export,14.24,6.59,64.06,0.74,2025,2,5,0,,1810
900,Fancy Domestic,14.63,7.04,64.69,1.29,2025,2,6,0,,44823
901,Choice Domestic,14.63,7.04,64.69,1.29,2025,2,6,0,,36267
902,Fancy Export,14.63,7.04,64.69,1.29,2025,2,6,0,,63918
903,Choice Export,14.63,7.04,64.69,1.29,2025,2,6,0,,3477
904,Fancy Domestic,14.83,7.29,64.67,1.6,2025,2,7,0,,41515
905,Choice Domestic,14.83,7.29,64.67,1.6,2025,2,7,0,,34433
906,Fancy Export,14.83,7.29,64.67,1.6,2025,2,7,0,,53661
907,Choice Export,14.83,7.29,64.67,1.6,2025,2,7,0,,2520
908,Fancy Domestic,14.29,7.96,67.89,2.77,2025,2,8,0,,37666
909,Choice Domestic,14.29,7.96,67.89,2.77,2025,2,8,0,,33476
910,Fancy Export,14.29,7.96,67.89,2.77,2025,2,8,0,,54724
911,Choice Export,14.29,7.96,67.89,2.77,2025,2,8,0,,2143
912,Fancy Domestic,14.43,7.96,67.94,2.37,2025,3,9,0,,34516
913,Choice Domestic,14.43,7.96,67.94,2.37,2025,3,9,0,,26924
914,Fancy Export,14.43,7.96,67.94,2.37,2025,3,9,0,,52747
915,Choice Export,14.43,7.96,67.94,2.37,2025,3,9,0,,2075
916,Fancy Domestic,15.09,7.64,64.76,1.17,2025,3,10,0,,40019
917,Choice Domestic,15.09,7.64,64.76,1.17,2025,3,10,0,,31976
918,Fancy Export,15.09,7.64,64.76,1.17,2025,3,10,0,,54430
919,Choice Export,15.09,7.64,64.76,1.17,2025,3,10,0,,2366
920,Fancy Domestic,15.44,9.11,68.79,0.76,2025,3,11,0,,42837
921,Choice Domestic,15.44,9.11,68.79,0.76,2025,3,11,0,,33408
922,Fancy Export,15.44,9.11,68.79,0.76,2025,3,11,0,,53489
923,Choice Export,15.44,9.11,68.79,0.76,2025,3,11,0,,2368
924,Fancy Domestic,15.46,9.7,70.11,0.86,2025,3,12,0,,37572
925,Choice Domestic,15.46,9.7,70.11,0.86,2025,3,12,0,,26264
926,Fancy Export,15.46,9.7,70.11,0.86,2025,3,12,0,,44573
927,Choice Export,15.46,9.7,70.11,0.86,2025,3,12,0,,1909
928,Fancy Domestic,16.03,9.46,67.49,0.27,2025,3,13,0,,64386
929,Choice Domestic,16.03,9.46,67.49,0.27,2025,3,13,0,,48336
930,Fancy Export,16.03,9.46,67.49,0.27,2025,3,13,0,,71106
931,Choice Export,16.03,9.46,67.49,0.27,2025,3,13,0,,3763
932,Fancy Domestic,15.93,9.31,66.79,0.53,2025,4,14,0,,49704
933,Choice Domestic,15.93,9.31,66.79,0.53,2025,4,14,0,,40031
934,Fancy Export,15.93,9.31,66.79,0.53,2025,4,14,0,,63748
935,Choice Export,15.93,9.31,66.79,0.53,2025,4,14,0,,1957
936,Fancy Domestic,16.33,9.6,66.5,0.63,2025,4,15,0,,50584
937,Choice Domestic,16.33,9.6,66.5,0.63,2025,4,15,0,,35677
938,Fancy Export,16.33,9.6,66.5,0.63,2025,4,15,0,,41723
939,Choice Export,16.33,9.6,66.5,0.63,2025,4,15,0,,2101
940,Fancy Domestic,16.61,9.41,65.36,0.66,2025,4,16,0,,58554
941,Choice Domestic,16.61,9.41,65.36,0.66,2025,4,16,0,,40205
942,Fancy Export,16.61,9.41,65.36,0.66,2025,4,16,0,,43177
943,Choice Export,16.61,9.41,65.36,0.66,2025,4,16,0,,3034
944,Fancy Domestic,16.73,10.77,69.51,0.36,2025,4,17,0,,50537
945,Choice Domestic,16.73,10.77,69.51,0.36,2025,4,17,0,,16689
946,Fancy Export,16.73,10.77,69.51,0.36,2025,4,17,0,,14439
947,Choice Export,16.73,10.77,69.51,0.36,2025,4,17,0,,942
948,Fancy Domestic,17.59,10.64,67.23,0.24,2025,5,18,0,,50101
949,Choice Domestic,17.59,10.64,67.23,0.24,2025,5,18,0,,24190
950,Fancy Export,17.59,10.64,67.23,0.24,2025,5,18,0,,11780
951,Choice Export,17.59,10.64,67.23,0.24,2025,5,18,0,,1554
952,Fancy Domestic,17.13,11.61,71.16,0.56,2025,5,19,0,,49013
953,Choice Domestic,17.13,11.61,71.16,0.56,2025,5,19,0,,13744
954,Fancy Export,17.13,11.61,71.16,0.56,2025,5,19,0,,5429
955,Choice Export,17.13,11.61,71.16,0.56,2025,5,19,0,,127
956,Fancy Domestic,17.7,11.83,70.36,0.34,2025,5,20,0,,40898
957,Choice Domestic,17.7,11.83,70.36,0.34,2025,5,20,0,,13016
958,Fancy Export,17.7,11.83,70.36,0.34,2025,5,20,0,,1781
959,Choice Export,17.7,11.83,70.36,0.34,2025,5,20,0,,186
960,Fancy Domestic,17.44,12.01,71.19,0.29,2025,5,21,0,,34423
961,Choice Domestic,17.44,12.01,71.19,0.29,2025,5,21,0,,7897
962,Fancy Export,17.44,12.01,71.19,0.29,2025,5,21,0,,391
963,Choice Export,17.44,12.01,71.19,0.29,2025,5,21,0,,-254
964,Fancy Domestic,17.74,12.73,73.03,0.04,2025,6,22,0,,36034
965,Choice Domestic,17.74,12.73,73.03,0.04,2025,6,22,0,,17901
966,Fancy Export,17.74,12.73,73.03,0.04,2025,6,22,0,,1592
967,Choice Export,17.74,12.73,73.03,0.04,2025,6,22,0,,527
968,Fancy Domestic,18.01,13.3,74.37,0.01,2025,6,23,0,,31267
969,Choice Domestic,18.01,13.3,74.37,0.01,2025,6,23,0,,13723
970,Fancy Export,18.01,13.3,74.37,0.01,2025,6,23,0,,446
971,Choice Export,18.01,13.3,74.37,0.01,2025,6,23,0,,230
972,Fancy Domestic,18.34,13.54,74.16,0.1,2025,6,24,0,,33121
973,Choice Domestic,18.34,13.54,74.16,0.1,2025,6,24,0,,20098
974,Fancy Export,18.34,13.54,74.16,0.1,2025,6,24,0,,3029
975,Choice Export,18.34,13.54,74.16,0.1,2025,6,24,0,,614
976,Fancy Domestic,19.04,14.24,74.41,0,2025,6,25,0,,32623
977,Choice Domestic,19.04,14.24,74.41,0,2025,6,25,0,,18919
978,Fancy Export,19.04,14.24,74.41,0,2025,6,25,0,,777
979,Choice Export,19.04,14.24,74.41,0,2025,6,25,0,,204
980,Fancy Domestic,19.47,14.81,74.96,0,2025,6,26,0,,32363
981,Choice Domestic,19.47,14.81,74.96,0,2025,6,26,0,,16693
982,Fancy Export,19.47,14.81,74.96,0,2025,6,26,0,,618
983,Choice Export,19.47,14.81,74.96,0,2025,6,26,0,,198
984,Fancy Domestic,19.99,15.44,75.66,0,2025,7,27,0,,16291
985,Choice Domestic,19.99,15.44,75.66,0,2025,7,27,0,,6027
986,Fancy Export,19.99,15.44,75.66,0,2025,7,27,0,,330
987,Choice Export,19.99,15.44,75.66,0,2025,7,27,0,,100
988,Fancy Domestic,20.56,15.99,75.61,0,2025,7,28,0,,12000
989,Choice Domestic,20.56,15.99,75.61,0,2025,7,28,0,,4908
990,Fancy Export,20.56,15.99,75.61,0,2025,7,28,0,,578
991,Choice Export,20.56,15.99,75.61,0,2025,7,28,0,,275
992,Fancy Domestic,20.94,16.43,75.97,0.4,2025,7,29,0,,4876
993,Choice Domestic,20.94,16.43,75.97,0.4,2025,7,29,0,,2132
994,Fancy Export,20.94,16.43,75.97,0.4,2025,7,29,0,,363
995,Choice Export,20.94,16.43,75.97,0.4,2025,7,29,0,,-174
996,Fancy Domestic,21.29,16.86,76.39,0.03,2025,7,30,0,,1648
997,Choice Domestic,21.29,16.86,76.39,0.03,2025,7,30,0,,1834
998,Fancy Export,21.29,16.86,76.39,0.03,2025,7,30,0,,126
999,Choice Export,21.29,16.86,76.39,0.03,2025,7,30,0,,-80
1000,Fancy Domestic,21.24,16.71,75.81,0.06,2025,8,31,0,,5762
1001,Choice Domestic,21.24,16.71,75.81,0.06,2025,8,31,0,,3552
1002,Fancy Export,21.24,16.71,75.81,0.06,2025,8,31,0,,518
1003,Choice Export,21.24,16.71,75.81,0.06,2025,8,31,0,,29
1004,Fancy Domestic,21.29,16.54,75.07,0,2025,8,32,0,,931
1005,Choice Domestic,21.29,16.54,75.07,0,2025,8,32,0,,675
1006,Fancy Export,21.29,16.54,75.07,0,2025,8,32,0,,-144
1007,Choice Export,21.29,16.54,75.07,0,2025,8,32,0,,-327
1008,Fancy Domestic,21.47,16.9,75.91,0.01,2025,8,33,0,,477
1009,Choice Domestic,21.47,16.9,75.91,0.01,2025,8,33,0,,481
1010,Fancy Export,21.47,16.9,75.91,0.01,2025,8,33,0,,14
1011,Choice Export,21.47,16.9,75.91,0.01,2025,8,33,0,,58
1012,Fancy Domestic,21.34,16.61,75.07,0.09,2025,8,34,0,,535
1013,Choice Domestic,21.34,16.61,75.07,0.09,2025,8,34,0,,232
1014,Fancy Export,21.34,16.61,75.07,0.09,2025,8,34,0,,-279
1015,Choice Export,21.34,16.61,75.07,0.09,2025,8,34,0,,-420
1016,Fancy Domestic,21.93,17.1,75.09,0,2025,8,35,0,,476
1017,Choice Domestic,21.93,17.1,75.09,0,2025,8,35,0,,568
1018,Fancy Export,21.93,17.1,75.09,0,2025,8,35,0,,-95
1019,Choice Export,21.93,17.1,75.09,0,2025,8,35,0,,-85
1020,Fancy Domestic,22.01,17.04,74.59,0.1,2025,9,36,0,,278
1021,Choice Domestic,22.01,17.04,74.59,0.1,2025,9,36,0,,496
1022,Fancy Export,22.01,17.04,74.59,0.1,2025,9,36,0,,-1
1023,Choice Export,22.01,17.04,74.59,0.1,2025,9,36,0,,13
1024,Fancy Domestic,21.49,16.44,73.91,0.04,2025,9,37,0,,229
1025,Choice Domestic,21.49,16.44,73.91,0.04,2025,9,37,0,,154
1026,Fancy Export,21.49,16.44,73.91,0.04,2025,9,37,0,,-175
1027,Choice Export,21.49,16.44,73.91,0.04,2025,9,37,0,,-232
1028,Fancy Domestic,20.69,15.89,75.07,0.31,2025,9,38,0,,377
1029,Choice Domestic,20.69,15.89,75.07,0.31,2025,9,38,0,,526
1030,Fancy Export,20.69,15.89,75.07,0.31,2025,9,38,0,,39
1031,Choice Export,20.69,15.89,75.07,0.31,2025,9,38,0,,-165
1032,Fancy Domestic,20.84,15.5,73.6,0.01,2025,9,39,0,,609
1033,Choice Domestic,20.84,15.5,73.6,0.01,2025,9,39,0,,375
1034,Fancy Export,20.84,15.5,73.6,0.01,2025,9,39,0,,-315
1035,Choice Export,20.84,15.5,73.6,0.01,2025,9,39,0,,-244
1036,Fancy Domestic,20.33,14.87,72.49,0.2,2025,10,40,0,,888
1037,Choice Domestic,20.33,14.87,72.49,0.2,2025,10,40,0,,668
1038,Fancy Export,20.33,14.87,72.49,0.2,2025,10,40,0,,110
1039,Choice Export,20.33,14.87,72.49,0.2,2025,10,40,0,,20
1040,Fancy Domestic,19.84,13.24,68.47,0.34,2025,10,41,0,,3092
1041,Choice Domestic,19.84,13.24,68.47,0.34,2025,10,41,0,,737
1042,Fancy Export,19.84,13.24,68.47,0.34,2025,10,41,0,,56
1043,Choice Export,19.84,13.24,68.47,0.34,2025,10,41,0,,-230
1044,Fancy Domestic,19.51,13.67,71.97,0.67,2025,10,42,0,,38260
1045,Choice Domestic,19.51,13.67,71.97,0.67,2025,10,42,0,,6314
1046,Fancy Export,19.51,13.67,71.97,0.67,2025,10,42,0,,997
1047,Choice Export,19.51,13.67,71.97,0.67,2025,10,42,0,,80
1048,Fancy Domestic,19.46,12.53,68.66,0.41,2025,10,43,0,,40841
1049,Choice Domestic,19.46,12.53,68.66,0.41,2025,10,43,0,,6284
1050,Fancy Export,19.46,12.53,68.66,0.41,2025,10,43,0,,750
1051,Choice Export,19.46,12.53,68.66,0.41,2025,10,43,0,,141
1052,Fancy Domestic,18.3,11.11,66.46,1.06,2025,11,44,0,,49361
1053,Choice Domestic,18.3,11.11,66.46,1.06,2025,11,44,0,,11020
1054,Fancy Export,18.3,11.11,66.46,1.06,2025,11,44,0,,5038
1055,Choice Export,18.3,11.11,66.46,1.06,2025,11,44,0,,454
1056,Fancy Domestic,17.69,10.64,67.36,0.56,2025,11,45,0,,51069
1057,Choice Domestic,17.69,10.64,67.36,0.56,2025,11,45,0,,15027
1058,Fancy Export,17.69,10.64,67.36,0.56,2025,11,45,0,,14340
1059,Choice Export,17.69,10.64,67.36,0.56,2025,11,45,0,,1343
1060,Fancy Domestic,17.29,9.49,64.56,0.5,2025,11,46,0,,56720
1061,Choice Domestic,17.29,9.49,64.56,0.5,2025,11,46,0,,15217
1062,Fancy Export,17.29,9.49,64.56,0.5,2025,11,46,0,,19782
1063,Choice Export,17.29,9.49,64.56,0.5,2025,11,46,0,,536
1064,Fancy Domestic,16.63,9.27,65.7,0.73,2025,11,47,0,,50163
1065,Choice Domestic,16.63,9.27,65.7,0.73,2025,11,47,0,,9566
1066,Fancy Export,16.63,9.27,65.7,0.73,2025,11,47,0,,7936
1067,Choice Export,16.63,9.27,65.7,0.73,2025,11,47,0,,241
1068,Fancy Domestic,15.47,7.44,62.76,1.27,2025,11,48,0,,42554
1069,Choice Domestic,15.47,7.44,62.76,1.27,2025,11,48,0,,7354
1070,Fancy Export,15.47,7.44,62.76,1.27,2025,11,48,0,,9350
1071,Choice Export,15.47,7.44,62.76,1.27,2025,11,48,0,,340
1072,Fancy Domestic,14.83,7.71,66.2,1.64,2025,12,49,0,,45991
1073,Choice Domestic,14.83,7.71,66.2,1.64,2025,12,49,0,,8294
1074,Fancy Export,14.83,7.71,66.2,1.64,2025,12,49,0,,17247
1075,Choice Export,14.83,7.71,66.2,1.64,2025,12,49,0,,969
1076,Fancy Domestic,14.53,7.77,67.46,0.96,2025,12,50,0,,42878
1077,Choice Domestic,14.53,7.77,67.46,0.96,2025,12,50,0,,11605
1078,Fancy Export,14.53,7.77,67.46,0.96,2025,12,50,0,,26430
1079,Choice Export,14.53,7.77,67.46,0.96,2025,12,50,0,,45
1080,Fancy Domestic,14.06,6.3,63.26,2.04,2025,12,51,0,,44548
1081,Choice Domestic,14.06,6.3,63.26,2.04,2025,12,51,0,,10920
1082,Fancy Export,14.06,6.3,63.26,2.04,2025,12,51,0,,23223
1083,Choice Export,14.06,6.3,63.26,2.04,2025,12,51,0,,451
1084,Fancy Domestic,13.67,5.31,61,1.64,2025,12,52,0,,43611
1085,Choice Domestic,13.67,5.31,61,1.64,2025,12,52,0,,9688
1086,Fancy Export,13.67,5.31,61,1.64,2025,12,52,0,,22050
1087,Choice Export,13.67,5.31,61,1.64,2025,12,52,0,,74
1088,Fancy Domestic,13.1,6.47,67.17,2.3,2026,1,1,0,,44762
1089,Choice Domestic,13.1,6.47,67.17,2.3,2026,1,1,0,,9163
1090,Fancy Export,13.1,6.47,67.17,2.3,2026,1,1,0,,18616
1091,Choice Export,13.1,6.47,67.17,2.3,2026,1,1,0,,780
